bandwidthdata1,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata2,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata3,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata4,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata5,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata6,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata7,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata8,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata9,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata10,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata11,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata12,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata13,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata14,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata15,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata16,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata17,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata18,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata19,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata25,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata31,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata35,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata38,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata43,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata50,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata51,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata57,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata58,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata60,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata63,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata68,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata71,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata75,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata77,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata82,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata83,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata85,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata99,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata141,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata142,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata143,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata144,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata145,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata146,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata147,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata148,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata149,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata150,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata151,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata152,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata153,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata154,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata155,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata156,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata157,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata158,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata159,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
bandwidthdata160,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13
